StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Phone ownership,Phone ownership_4_TEXT,phone cost_1,State of phone,State of phone_5_TEXT,Brand of phone,Brand of phone_4_TEXT,Attachments_1,Attachments_2,Attachments_3,Attachments_4,control - q_1,control - why,control - why_4_TEXT,env - q_1,env - why?,env - why?_4_TEXT,gov - q_1,gov - why,gov - why_4_TEXT,Gender,Gender_4_TEXT,Age,Ethnicity,Education,Education_8_TEXT,Employment status,Income,Family size
2022-02-27 10:03:08,2022-02-27 10:05:29,IP Address,172.226.0.16,100,140,True,2022-02-27 10:05:29,R_2B5QY6PtaPbtkJl,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,Bought outright,,1000,Brand New,,Apple (iPhone),,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,201,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"£10,000 to £19,999",None
2022-02-21 00:04:02,2022-02-21 00:04:47,IP Address,145.8.180.222,9,44,False,2022-02-28 00:04:56,R_2BsS1Ea39fkvKp7,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 03:54:53,2022-02-21 03:57:26,IP Address,95.151.243.232,57,152,False,2022-02-28 03:57:28,R_PS8v5JB3paQuYMh,,,,,,,anonymous,EN,Yes,Bought outright,,659,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,
2022-02-21 04:04:08,2022-02-21 04:04:24,IP Address,58.182.142.128,13,16,False,2022-02-28 04:04:33,R_2YFbPi8lX7RFOD0,,,,,,,anonymous,EN,Yes,Bought on contract - fully paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 04:08:08,2022-02-21 04:08:49,IP Address,109.249.183.87,61,40,False,2022-02-28 04:08:51,R_32Qig07ivSQvqbv,,,,,,,anonymous,EN,Yes,Bought outright,,979,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,
2022-02-21 04:43:18,2022-02-21 04:44:42,IP Address,179.218.246.96,13,83,False,2022-02-28 04:44:50,R_24MDdCDL43jleWO,,,,,,,anonymous,EN,Yes,Bought outright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 06:37:41,2022-02-28 06:42:40,IP Address,86.6.121.26,100,299,True,2022-02-28 06:42:42,R_1Ns5K8ZJ9SgHTel,,,,,51.6143951416015625,-0.3368072509765625,anonymous,EN,Yes,Bought outright,,500,Brand New,,Samsung (Galaxy),,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,100,,,,,,,,,Male,,18 - 24,Asian / Asian British: Indian,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-21 07:09:32,2022-02-21 07:09:59,IP Address,82.71.188.241,26,26,False,2022-02-28 07:10:00,R_1r1FAWwHKYuUIlY,,,,,,,anonymous,EN,Yes,Bought outright,,326,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Samsung (Galaxy),,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 10:30:46,2022-02-28 10:33:01,IP Address,82.132.238.128,100,135,True,2022-02-28 10:33:02,R_1QomCoEGghYcDGm,,,,,53.4994049072265625,-2.2433013916015625,anonymous,EN,Yes,Bought outright,,399,Brand New,,"Other, please specify",Huawei,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,151,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-28 10:51:40,2022-02-28 10:53:38,IP Address,188.220.189.179,100,118,True,2022-02-28 10:53:39,R_2taRfd3D1sgQEin,,,,,51.4492034912109375,-0.8798065185546875,anonymous,EN,Yes,Bought outright,,800,Secondhand - Private Seller (eg. ebay),,Apple (iPhone),,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,,,,,,103,,,Male,,25 - 34,White: Any other White background,Doctoral degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-28 11:32:33,2022-02-28 11:34:56,IP Address,81.128.181.106,100,143,True,2022-02-28 11:34:56,R_1Fn7jEcL05GVMTz,,,,,53.1658935546875,-1.2113037109375,anonymous,EN,Yes,Bought outright,,519,Secondhand - Manufacturer Refurbished (eg. Apple),,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,155,,,,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£50,000 to £59,999",None
2022-02-28 11:36:00,2022-02-28 11:37:03,IP Address,5.198.55.31,100,62,True,2022-02-28 11:37:04,R_1JUPwGnNuVm2ude,,,,,53.7425994873046875,-0.329498291015625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 11:36:26,2022-02-28 11:39:00,IP Address,5.198.92.17,100,153,True,2022-02-28 11:39:01,R_3CJING9Y0Et4uN8,,,,,54.529998779296875,-2.3175048828125,anonymous,EN,Yes,Bought outright,,1100,Brand New,,Apple (iPhone),,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,149,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-28 11:38:02,2022-02-28 11:40:10,IP Address,178.78.65.148,100,128,True,2022-02-28 11:40:10,R_3IWXOYZ1vp2rVTS,,,,,53.7678070068359375,-0.300506591796875,anonymous,EN,Yes,Bought outright,,592,Brand New,,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,172,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-28 11:37:12,2022-02-28 11:42:07,IP Address,5.198.55.31,100,294,True,2022-02-28 11:42:07,R_1esG3AZ6viUWbSX,,,,,53.7425994873046875,-0.329498291015625,anonymous,EN,Yes,Bought outright,,503,Brand New,,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,100,,,,,,,,,Female,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,Not in employment,"£40,000 to £49,999",None
2022-02-28 11:40:35,2022-02-28 11:42:40,IP Address,94.4.179.154,100,125,True,2022-02-28 11:42:41,R_1IxW3dzTnKVaBnU,,,,,51.48919677734375,-0.4828033447265625,anonymous,EN,Yes,Bought outright,,700,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,101,,,Female,,25 - 34,Asian / Asian British: Indian,Master's degree,,In full-time employment,"£40,000 to £49,999",None
2022-02-28 11:39:32,2022-02-28 11:42:52,IP Address,146.169.223.65,100,200,True,2022-02-28 11:42:52,R_3iDtJgkUHhYepua,,,,,51.482696533203125,-0.1614990234375,anonymous,EN,Yes,Bought outright,,205,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Samsung (Galaxy),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,53,,,,,,Male,,18 - 24,Mixed / Multiple ethnic groups: Asian and White,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-28 11:48:51,2022-02-28 11:49:01,IP Address,86.169.8.219,100,9,True,2022-02-28 11:49:01,R_2t9TSY42pbpAzZ0,,,,,53.76629638671875,-1.5695037841796875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 11:49:31,2022-02-28 11:49:45,IP Address,92.233.250.102,100,13,True,2022-02-28 11:49:45,R_8AeqXnuVRQzilWN,,,,,51.387298583984375,-0.15960693359375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 11:50:59,2022-02-28 11:54:06,IP Address,92.40.169.173,100,186,True,2022-02-28 11:54:06,R_3GqvIcgCyJPKjtI,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought on contract - fully paid,,604,Brand New,,"Other, please specify","Huawei ",Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,101,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£40,000 to £49,999",None
2022-02-28 11:59:09,2022-02-28 11:59:21,IP Address,142.90.68.84,100,12,True,2022-02-28 11:59:22,R_1dFYYB2vqTACZA0,,,,,49.2624053955078125,-123.160400390625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 11:39:59,2022-02-28 12:01:01,IP Address,87.115.110.222,100,1261,True,2022-02-28 12:01:01,R_1IMXlRrvlIBMRkV,,,,,51.315704345703125,-0.535003662109375,anonymous,EN,Yes,Bought outright,,154,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,50,,,,,,,,,Female,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In part-time employment,"£40,000 to £49,999",2
2022-02-28 11:58:30,2022-02-28 12:03:13,IP Address,143.167.212.144,100,282,True,2022-02-28 12:03:13,R_3s5PTvf0mbFSWwb,,,,,51.5269012451171875,-0.0991058349609375,anonymous,EN,Yes,Bought outright,,1152,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,150,,,Male,,25 - 34,Arab,Master's degree,,In part-time employment,"£20,000 to £29,999",None
2022-02-28 12:04:26,2022-02-28 12:06:24,IP Address,80.195.235.148,100,117,True,2022-02-28 12:06:24,R_3CP0OFDdkb8Op7W,,,,,51.532196044921875,-0.097900390625,anonymous,EN,Yes,Bought outright,,549,Brand New,,Google (Pixel),,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,,,197,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£50,000 to £59,999",None
2022-02-28 12:10:47,2022-02-28 12:15:32,IP Address,87.115.110.222,100,285,True,2022-02-28 12:15:32,R_4NjqfwMpDaluqrv,,,,,51.315704345703125,-0.535003662109375,anonymous,EN,Yes,Bought outright,,151,Brand New,,"Other, please specify",Motorola (android),Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,100,,,,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time education,"Less than £10,000",None
2022-02-28 12:15:11,2022-02-28 12:17:26,IP Address,31.205.135.46,100,134,True,2022-02-28 12:17:26,R_Ttl2wFRCb3UVyo1,,,,,53.379302978515625,-1.460205078125,anonymous,EN,Yes,Bought outright,,1013,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,299,,,,,,,,,Female,,25 - 34,Asian / Asian British: Chinese,Doctoral degree,,In full-time education,"£10,000 to £19,999",None
2022-02-28 12:22:51,2022-02-28 12:29:29,IP Address,82.45.28.96,100,397,True,2022-02-28 12:29:30,R_xttsXbSzIcsWfOF,,,,,53.379302978515625,-1.460205078125,anonymous,EN,Yes,Bought on contract - fully paid,,1319,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,51,,,,,,Male,,25 - 34,Arab,Doctoral degree,,In full-time employment,"£50,000 to £59,999",2
2022-02-28 12:48:25,2022-02-28 12:51:28,IP Address,104.28.40.142,100,183,True,2022-02-28 12:51:28,R_3gZupDOmRiuXn2S,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,"Other, please specify",Company phone,621,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,,,,,,,146,,,Male,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£150,000 or more",3
2022-02-28 13:02:15,2022-02-28 13:02:43,IP Address,213.18.160.113,100,27,True,2022-02-28 13:02:43,R_3CEia22qoJZI1uU,,,,,51.6634979248046875,-1.3903961181640625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 13:04:29,2022-02-28 13:10:05,IP Address,5.198.55.31,100,336,True,2022-02-28 13:10:05,R_27WjQcxCUVr0J77,,,,,53.7425994873046875,-0.329498291015625,anonymous,EN,Yes,Bought outright,,750,Brand New,,Apple (iPhone),,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,,,,,,149,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-21 13:18:44,2022-02-21 13:19:39,IP Address,92.40.182.41,57,55,False,2022-02-28 13:19:47,R_DovwG5hXUPN3VXH,,,,,,,anonymous,EN,Yes,Bought outright,,988,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,
2022-02-28 13:34:01,2022-02-28 13:37:26,IP Address,46.64.192.13,100,205,True,2022-02-28 13:37:26,R_21mSYdFj3ERycYE,,,,,53.56939697265625,-1.18780517578125,anonymous,EN,Yes,Bought outright,,756,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,400,,,,,,,,,Female,,35 - 44,Any other ethnic group,Master's degree,,In full-time education,"£20,000 to £29,999",1
2022-02-28 13:44:47,2022-02-28 13:50:25,IP Address,146.200.234.36,100,337,True,2022-02-28 13:50:25,R_4T39JsRS8T7XWMN,,,,,51.5666961669921875,-1.1985015869140625,anonymous,EN,Yes,Bought outright,,197,Brand New,,"Other, please specify",Nokia,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,50,,,,,,Female,,85 or older,White: Any other White background,Master's degree,,Not in employment,"£10,000 to £19,999",None
2022-02-28 14:09:07,2022-02-28 14:09:19,IP Address,5.198.20.60,100,11,True,2022-02-28 14:09:19,R_1qWyXgMGbHRuSfu,,,,,53.7606048583984375,-0.3733978271484375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 15:13:16,2022-02-28 15:16:09,IP Address,213.205.192.168,100,173,True,2022-02-28 15:16:10,R_1jVNAxHXxVHYrJH,,,,,53.3477020263671875,-1.4420013427734375,anonymous,EN,Yes,"Other, please specify","Bought mobile, paying for sim only ",10,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,100,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-28 17:50:52,2022-02-28 17:54:35,IP Address,80.3.93.40,100,222,True,2022-02-28 17:54:35,R_2rwm76poDgYhWZt,,,,,51.6327056884765625,-3.9449005126953125,anonymous,EN,Yes,Bought outright,,405,Brand New,,Samsung (Galaxy),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,20,,,,,,Prefer to self-describe,,25 - 34,Asian / Asian British: Bangladeshi,Master's degree,,Not in employment,"Less than £10,000",None
2022-02-28 18:47:07,2022-02-28 18:47:29,IP Address,27.7.200.206,100,21,True,2022-02-28 18:47:29,R_x9GEjfapENvjOJb,,,,,28.6327972412109375,77.22039794921875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 00:52:31,2022-03-01 00:56:43,IP Address,77.98.220.153,100,251,True,2022-03-01 00:56:43,R_1et7TfBhr8kkJQZ,,,,,53.3376007080078125,-1.4770965576171875,anonymous,EN,Yes,Bought outright,,251,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Samsung (Galaxy),,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,100,,,,,,Female,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£40,000 to £49,999",None
2022-03-01 01:09:33,2022-03-01 01:14:32,IP Address,92.232.216.197,100,299,True,2022-03-01 01:14:33,R_xDGauJUcL1De533,,,,,53.3376007080078125,-1.4770965576171875,anonymous,EN,Yes,Bought outright,,601,Brand New,,Google (Pixel),,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,150,,,,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",None
2022-03-01 01:26:37,2022-03-01 01:27:03,IP Address,150.143.231.145,100,26,True,2022-03-01 01:27:04,R_bdteA4SouKM96N3,,,,,53.3677978515625,-1.506500244140625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 01:41:02,2022-03-01 01:41:28,IP Address,80.195.191.146,100,26,True,2022-03-01 01:41:29,R_ZyK2FE4QnhIlG8x,,,,,51.4770965576171875,-2.5531005859375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 02:13:26,2022-03-01 02:15:43,IP Address,5.198.55.31,100,137,True,2022-03-01 02:15:43,R_2uqGuFSyERltl6z,,,,,53.7425994873046875,-0.329498291015625,anonymous,EN,Yes,Bought outright,,459,Brand New,,Apple (iPhone),,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,115,,,,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In part-time employment,"£40,000 to £49,999",1
2022-03-01 03:09:46,2022-03-01 03:15:48,IP Address,148.252.129.136,100,361,True,2022-03-01 03:15:49,R_31F3DQYRnNNWJIV,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought outright,,163,Secondhand - Manufacturer Refurbished (eg. Apple),,Samsung (Galaxy),,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,46,,,,,,Male,,45 - 54,Asian / Asian British: Indian,Master's degree,,Not in employment,Prefer not to say,2
2022-03-01 02:49:11,2022-03-01 03:16:37,IP Address,82.38.118.81,100,1646,True,2022-03-01 03:16:37,R_3soZxXJOniESAPe,,,,,51.4351043701171875,-2.541900634765625,anonymous,EN,Yes,Bought outright,,395,Secondhand - Private Seller (eg. ebay),,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,,,,,,,200,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£50,000 to £59,999",None
2022-03-01 03:56:16,2022-03-01 03:59:21,IP Address,109.157.226.31,100,184,True,2022-03-01 03:59:21,R_3nMpsO8M98UhCq2,,,,,51.399993896484375,-0.25,anonymous,EN,Yes,Bought outright,,710,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,,,,,,80,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£30,000 to £39,999",None
2022-03-01 05:05:45,2022-03-01 05:06:24,IP Address,86.149.212.216,100,38,True,2022-03-01 05:06:24,R_23dzsBB6oDslhCZ,,,,,50.917205810546875,-0.026092529296875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 05:17:55,2022-03-01 05:20:39,IP Address,86.7.149.254,100,164,True,2022-03-01 05:20:39,R_3PGCtI5OXqF2imv,,,,,51.580902099609375,-4.047393798828125,anonymous,EN,Yes,"Other, please specify",Combination of above - phones for kids as well,211,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,29,,,,,,Female,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In part-time employment,"£40,000 to £49,999",2
2022-03-01 05:23:36,2022-03-01 05:26:11,IP Address,146.169.201.31,100,154,True,2022-03-01 05:26:11,R_2wtBvcxeWOPPWIG,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,Bought outright,,32,Secondhand - Private Seller (eg. ebay),,Apple (iPhone),,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,22,,,,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"£20,000 to £29,999",None
2022-03-01 05:27:55,2022-03-01 05:30:23,IP Address,213.166.153.79,100,148,True,2022-03-01 05:30:23,R_1oum3icBJClKLml,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought outright,,400,Brand New,,Samsung (Galaxy),,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,,,,0,Repairability is not a priority for me,,,,,Non-binary / third gender,,18 - 24,Arab,"Further education (16+, A-Levels, BTEC, etc.)",,Not in employment,"Less than £10,000",None
2022-03-01 02:33:41,2022-03-01 05:35:07,IP Address,2.127.195.153,100,10886,True,2022-03-01 05:35:08,R_3kMOyqeOEZNHgqv,,,,,51.482696533203125,-0.1614990234375,anonymous,EN,Yes,Bought outright,,791,Brand New,,Samsung (Galaxy),,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,,,,,,101,,,Female,,25 - 34,Arab,Master's degree,,In full-time employment,"£40,000 to £49,999",None
2022-03-01 05:32:44,2022-03-01 05:35:55,IP Address,37.39.180.114,100,190,True,2022-03-01 05:35:56,R_3I6J335LKDFVXjQ,,,,,29.364501953125,47.9889068603515625,anonymous,EN,Yes,Bought outright,,500,Brand New,,Samsung (Galaxy),,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,99,,,,,,,,,Female,,25 - 34,Arab,Master's degree,,In full-time employment,"£70,000 to £79,999",None
2022-03-01 05:35:12,2022-03-01 05:39:52,IP Address,213.166.153.79,100,279,True,2022-03-01 05:39:52,R_2E4cDKnqYkGOX3G,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought outright,,700,Brand New,,"Other, please specify",Sony Xperia 5 II,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,175,,,,,,,,,Male,,18 - 24,Arab,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time education,"£100,000 to £149,999",None
2022-03-01 05:44:36,2022-03-01 05:49:34,IP Address,93.168.0.171,100,298,True,2022-03-01 05:49:35,R_12PHpDmk9dqvV7f,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought outright,,800,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,,,,,,,101,,,Female,,25 - 34,Arab,"Other, please specify",Bachelor degree,In full-time employment,Prefer not to say,None
2022-03-01 05:59:06,2022-03-01 06:01:24,IP Address,109.175.189.34,100,137,True,2022-03-01 06:01:24,R_XzzLFCUeWp6Q0hP,,,,,51.504302978515625,-0.221099853515625,anonymous,EN,Yes,Bought outright,,253,Brand New,,Google (Pixel),,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,0,It should be the producer's responsibility to pay,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,Self employed,Prefer not to say,None
2022-03-01 06:42:21,2022-03-01 06:45:23,IP Address,86.25.178.63,100,182,True,2022-03-01 06:45:23,R_3HAoDhHEQv0M8xC,,,,,51.368804931640625,-0.4853057861328125,anonymous,EN,Yes,Bought outright,,129,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,"Other, please specify",Sony,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,,,50,,,,,,Female,,25 - 34,White: Any other White background,Master's degree,,In full-time education,"£10,000 to £19,999",None
2022-03-01 06:50:16,2022-03-01 06:53:48,IP Address,90.148.134.157,100,212,True,2022-03-01 06:53:48,R_2w0Jdf7pyGIe14P,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought outright,,514,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,98,,,,,,,,,Male,,18 - 24,Arab,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time education,Prefer not to say,None
2022-03-01 06:53:55,2022-03-01 06:58:41,IP Address,90.148.134.157,100,285,True,2022-03-01 06:58:41,R_3lM0Df4GBlSLJUN,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought outright,,703,Brand New,,Samsung (Galaxy),,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,299,,,Male,,18 - 24,Arab,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time education,Prefer not to say,None
2022-03-01 09:37:52,2022-03-01 09:38:12,IP Address,51.39.25.96,100,20,True,2022-03-01 09:38:13,R_2COj0abu8Bg575g,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 09:38:25,2022-03-01 09:40:30,IP Address,51.39.25.96,100,125,True,2022-03-01 09:40:31,R_1FbUbpLR8fPyeD7,,,,,24.6569061279296875,46.7178955078125,anonymous,EN,Yes,Bought outright,,175,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,47,,,,,,,,,Female,,25 - 34,Arab,Undergraduate degree,,In full-time employment,"£20,000 to £29,999",None
2022-03-01 09:58:38,2022-03-01 10:04:56,IP Address,78.149.72.37,100,377,True,2022-03-01 10:04:56,R_33pO71lzvPeqRyC,,,,,51.4781036376953125,-0.02789306640625,anonymous,EN,Yes,Bought outright,,420,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,,,,,,105,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,Prefer not to say,None
2022-03-01 10:36:04,2022-03-01 11:38:51,IP Address,62.232.90.194,100,3766,True,2022-03-01 11:38:51,R_3KpFOmD1Rs3TlnB,,,,,53.8258056640625,-1.5204925537109375,anonymous,EN,Yes,Bought outright,,500,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,100,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-03-01 11:42:56,2022-03-01 11:43:05,IP Address,79.66.49.156,100,8,True,2022-03-01 11:43:05,R_1KwKOGOKETQOcu4,,,,,51.46429443359375,-0.01190185546875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 11:55:56,2022-03-01 11:56:10,IP Address,78.149.72.37,100,13,True,2022-03-01 11:56:10,R_2QEbhsNMPXrMs0m,,,,,51.4781036376953125,-0.02789306640625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
